"Codigo","TITULO","Data (campo 5)","Data criação (campo 333a)","Criado por (campo 333b)"
"01834-01","MARCELINO PAN Y VINO","-","-","-"
"01834-02a04","MARCELINO PAN Y VINO","-","-","-"
"01834-05","MARCELINO PAN Y VINO","-","-","-"
"01835-03e04","-","-","-","-"
"01842-07e08","-","-","-","-"
"01845-01","MAGNIFICO TEXANO, Il","-","-","-"
"01845-02","MAGNIFICO TEXANO, Il","-","-","-"
"02000-01,03e04","DONA FORMIGA, MESTRE TATU E O IMPÔSTO DE RENDA","-","-","-"
"02000-02e05","DONA FORMIGA, MESTRE TATU E O IMPÔSTO DE RENDA","-","-","-"
"01985-01e02","VARIAÇÕES DE IMAGENS SOBRE O HINO NACIONAL","-","-","-"
"01987-03e04","RODOVIÁRIA ANO 10","-","-","-"
"01993-07e08","TRACUNHÃEM","-","-","-"
"01971-01e02","IGUAÇU","-","-","-"
"01973-01e02","ATRÁS DAS CÂMARAS","-","-","-"
"01853-01e02","PONTAL","-","-","-"
"01846-01e02","RALLY","-","-","-"
"01966-01","CURITIBA - HOJE","-","-","-"
"02012-01","CARAVANA À TRANSAMAZÔNICA","-","-","-"
"02012-02","CARAVANA À TRANSAMAZÔNICA","-","-","-"
"02012-03","CARAVANA À TRANSAMAZÔNICA","-","-","-"
"02012-04","CARAVANA À TRANSAMAZÔNICA","-","-","-"
"02012-05","CARAVANA À TRANSAMAZÔNICA","-","-","-"
"01993-03e04","LINDA VILA, Ó LINDA CIDADE","-","-","-"
"01987-05e06","TAI CHI CHUAN : ESTILO ""TAO KUNG"" DO MESTRE LIU-JEN-YU","-","-","-"
"01995-01e02","-","-","-","-"
"01978-05e06","NOITE DE SÃO SILVESTRE","-","-","-"
"01962-05e06","-","-","-","-"
"01871-03e04","ISEI NISEI SANSEI","-","-","-"
"01951-01e02","GUARAPUAVA : CENTRO DO PLANALTO VERDE","-","-","-"
"01954-01e02","VIDA LONGA","-","-","-"
"01958-01e02","TOP NEWS","-","-","-"
"01960-01e02","BAGÉ : CAPITAL DA PECUÁRIA","-","-","-"
"01961-01e02","IPATINGA E AS ELEIÇÕES DE 82","-","-","-"
"01955-01e02","MESMAS PERGUNTAS, AS","-","-","-"
"01950-03e04","ABCP","-","-","-"
"01969-01","PROGRAMA DE ELETRIFICAÇÃO COELBA RURAL","-","-","-"
"01986-03e04","CARRO DE COMBATE LEVE X1A1","-","-","-"
"01962-01e02","-","-","-","-"
"01986-01e02","C.C.L. LANÇADOR DE PONTE","-","-","-"
"01945-03e04","ALAGOAS O ESTADO EM RITMO DE ABASTECIMENTO D'ÁGUA","-","-","-"
"01949-01e02","-","-","-","-"
"01949-05e06","-","-","-","-"
"01988-01e02","MUSEU DE ARTE SACRA","-","-","-"
"01993-05","-","-","-","-"
"01991-01e02","-","-","-","-"
"01956-05e06","-","-","-","-"
"01962-03e04","YAKULT","-","-","-"
"01939-03e04","RIO FORMOSO PROJETO DO FUTURO","-","-","-"
"01943-01e02","PARAPSICOLOGIA APORTE","-","-","-"
"01939-07e08","SAÚDE AGORA PARA TODOS","-","-","-"
"01949-07e08","HOMENS DO MAR","-","-","-"
"01956-01e02","GTO - O ESCULTOR DOS SONHOS","-","-","-"
"01950-01e02","-","-","-","-"
"01956-03e04","ARQUITETURA DE NIEMEYER NA PAMPULHA","-","-","-"
"01949-03e04","-","-","-","-"
"01887-07e08","MAIS ENERGIA PARA O RIO GRANDE","-","-","-"
"01866-01e02","CAVERNA DO DIABO, A","-","-","-"
"01992-01e02","CIDADE JOVEM, Uma","-","-","-"
"02067-01e02","MAUÁ O PIONEIRO DA CONSTRUÇÃO NAVAL","-","-","-"
"02071-01e02","GUAÇUÍ : UM HOMEM E SUA OBRA","-","-","-"
"02068-03e04","-","-","-","-"
"02091-01e02","ANÍBAL UM CARROCEIRO E SEUS MARUJOS","-","-","-"
"02096-01e02","FERROVIA DO MINÉRIO","-","-","-"
"02142-01e02","A TOQUE DE CAIXA","-","-","-"
"02041-03e04","EH PAGU, EH","-","-","-"
"02060-01e02","-","-","-","-"
"01860-04e05","VOZ DE DEUS, A","-","-","-"
"01943-03e04","PASTORE","-","-","-"
"01895-03","-","-","-","-"
"01895-04","-","-","-","-"
"01887-03e04","PERFIL DE UMA GRANDE EMPRESA","-","-","-"
"02077-01","CLUBE DO RISCA-FACA, O","-","-","-"
"02077-02","CLUBE DO RISCA-FACA, O","-","-","-"
"02078-03","DEPRC : UM QUARTO DE SÉCULO DEDICADO AO SISTEMA HIDRO-PORTUÁRIO GAÚCHO","-","-","-"
"02078-04","DEPRC : UM QUARTO DE SÉCULO DEDICADO AO SISTEMA HIDRO-PORTUÁRIO GAÚCHO","-","-","-"
"02087-01","FIM DE SEMANA","-","-","-"
"02087-02","FIM DE SEMANA","-","-","-"
"02087-03","FIM DE SEMANA","-","-","-"
"02031-01","-","-","-","-"
"02031-02","-","-","-","-"
"02068-01","VENANCIO 2000 : ROTEIRO DE COMPRAS","-","-","-"
"02068-02","-","-","-","-"
"02032-03","BOVIN MEAT AND ITS DERIVATIVES","-","-","-"
"02032-04","BOVIN MEAT AND ITS DERIVATIVES","-","-","-"
"02038-01","JOVEM RETAGUARDA","-","-","-"
"02038-02","JOVEM RETAGUARDA","-","-","-"
"02038-03","JOVEM RETAGUARDA","-","-","-"
"01944-03","MAMEDE PAES MENDONÇA","-","-","-"
"01944-04","MAMEDE PAES MENDONÇA","-","-","-"
"01963-01","BRANCO E O PRETO PERDIDOS NA BIENAL COM DESTINO AO GUARUJÁ, O","-","-","-"
"01963-02","BRANCO E O PRETO PERDIDOS NA BIENAL COM DESTINO AO GUARUJÁ, O","-","-","-"
"02080-01","UNIVERSIDADE DO RIO GRANDE DO SUL, A","-","-","-"
"02080-02","-","-","-","-"
"01964-01","PONTE PRESIDENTE COSTA E SILVA : A OBRA DO SÉCULO","-","-","-"
"01964-02","PONTE PRESIDENTE COSTA E SILVA : A OBRA DO SÉCULO","-","-","-"
"02119-01","FRAGMENTOS DE DOIS ESCRITORES","-","-","-"
"02119-02","FRAGMENTOS DE DOIS ESCRITORES","-","-","-"
"01896-07","-","-","-","-"
"01996-01","OPERAÇÃO DE EQUIPAMENTOS SHIELD PARA ESCAVAÇÃO DE TÚNEIS","-","-","-"
"01996-02","OPERAÇÃO DE EQUIPAMENTOS SHIELD PARA ESCAVAÇÃO DE TÚNEIS","-","-","-"
"02036-05","VIAGEM À CAVERNA DO DIABO","-","-","-"
"02036-06","VIAGEM À CAVERNA DO DIABO","-","-","-"
"02036-07","VIAGEM À CAVERNA DO DIABO","-","-","-"
"02036-08","VIAGEM À CAVERNA DO DIABO","-","-","-"
"02117-05","GIGANTES DO SERTÃO, Os","-","-","-"
"02117-06","GIGANTES DO SERTÃO, Os","-","-","-"
"01959-01","BAHIA CAMARÁ","-","-","-"
"01959-02","BAHIA CAMARÁ","-","-","-"
"01959-03","BAHIA CAMARÁ","-","-","-"
"02031-05","INSEMINAÇÃO ARTIFICIAL : UMA OPÇÃO VANTAJOSA","-","-","-"
"02031-06","INSEMINAÇÃO ARTIFICIAL : UMA OPÇÃO VANTAJOSA","-","-","-"
"02131-01","COOPERATIVA HABITACIONAL, Uma","-","-","-"
"02131-02","COOPERATIVA HABITACIONAL, Uma","-","-","-"
"02074-03e04","PROJETO CARAJÁS","-","-","-"
"02074-05","PROJETO CARAJÁS","-","-","-"
"02074-06","PROJETO CARAJÁS","-","-","-"
"02047-05","-","90FEV12","-","-"
"02047-06","-","90FEV12","-","-"
"02139-03","GERAÇÃO JEANS","-","-","-"
"02139-04","GERAÇÃO JEANS","-","-","-"
"02139-05","GERAÇÃO JEANS","-","-","-"
"02078-05","-","-","-","-"
"02078-06","-","-","-","-"
"02139-08e09","REVOLUÇÃO FARROUPILHA 150 ANOS","-","-","-"
"02140-01e02","-","-","-","-"
"01990-01e02","AZULEJOS DO BRASIL","-","-","-"
"02011-01e02","-","-","-","-"
"02078-07e08","ARTIGAS","-","-","-"
"02102-01e02","COELBA ANO 25","-","-","-"
"02143-03e04","MEUS 18 ANOS","-","-","-"
"02095-01e02","PROJETO ALFA","-","-","-"
"02025-01e02","SERGIO DOURADO","-","-","-"
"02078-01e02","ARTIGAS 79","-","-","-"
"02042-01","EM BUSCA DE UM NOVO DIA","-","-","-"
"02042-02","EM BUSCA DE UM NOVO DIA","-","-","-"
"02036-01","-","-","-","-"
"02036-02","-","-","-","-"
"02036-03","-","-","-","-"
"02036-04","-","-","-","-"
"02075-01","MATÃO CIDADE FÉ","-","-","-"
"02075-02","MATÃO CIDADE FÉ","-","-","-"
"02075-03","MATÃO CIDADE FÉ","-","-","-"
"02018-01","EMPRÊSA MELHORAMENTOS CONSTRUÇÕES EMEC S.A.","-","-","-"
"02018-02","EMPRÊSA MELHORAMENTOS CONSTRUÇÕES EMEC S.A.","-","-","-"
"02006-01","-","-","-","-"
"02006-02","-","-","-","-"
"02072-01","SÃO PAULO DO CAFÉ À INDÚSTRIA","-","-","-"
"02027-01","METAMORFOSE","-","-","-"
"02027-02","METAMORFOSE","-","-","-"
"02069-01","AGUA, A","-","-","-"
"02069-02","-","-","-","-"
"01871-05","MUSEUS DE SÃO PAULO : MUSEU PAULISTA E MUSEU DE ARTE DE SÃO PAULO ASSIS CHATEAUBRIAND","-","-","-"
"01871-06","MUSEUS DE SÃO PAULO : MUSEU PAULISTA E MUSEU DE ARTE DE SÃO PAULO ASSIS CHATEAUBRIAND","-","-","-"
"01871-07","MUSEUS DE SÃO PAULO : MUSEU PAULISTA E MUSEU DE ARTE DE SÃO PAULO ASSIS CHATEAUBRIAND","-","-","-"
"01871-08","MUSEUS DE SÃO PAULO : MUSEU PAULISTA E MUSEU DE ARTE DE SÃO PAULO ASSIS CHATEAUBRIAND","-","-","-"
"01871-01","BRASIL PRECISA DO MAR, O","-","-","-"
"01871-02","BRASIL PRECISA DO MAR, O","-","-","-"
"02066-01","ARQUITETURA CONTEMPORANEA BRASILEIRA","-","-","-"
"02066-02","ARQUITETURA CONTEMPORANEA BRASILEIRA","-","-","-"
"02066-03","ARQUITETURA CONTEMPORANEA BRASILEIRA","-","-","-"
"01852-01e02","ECOS URBANOS","-","-","-"
"01852-03","AFUNDAÇÃO DO BRASIL","-","-","-"
"01852-04","AFUNDAÇÃO DO BRASIL","-","-","-"
"01861-01","INIMIGO DO HOMEM, O","-","-","-"
"01861-02","INIMIGO DO HOMEM, O","-","-","-"
"02009-03","-","-","-","-"
"02009-04","-","-","-","-"
"01874-01","SUDECAP : PREFEITURA DE BELO HORIZONTE","-","-","-"
"01874-02","SUDECAP : PREFEITURA DE BELO HORIZONTE","-","-","-"
"01952-01","DOMINGO NO PARQUE","-","-","-"
"01952-02","DOMINGO NO PARQUE","-","-","-"
"01952-03a05","DOMINGO NO PARQUE","-","-","-"
"02111-03","MORADA ANTIGA","-","-","-"
"02111-04","MORADA ANTIGA","-","-","-"
"02111-05","MORADA ANTIGA","-","-","-"
"01978-07","-","-","-","-"
"01978-08","-","-","-","-"
"01883-03","PROJETO PIAUI : MODELO BRASILEIRO DE DESENVOLVIMENTO PARTICIPATIVO","-","-","-"
"01883-04","-","-","-","-"
"02002-01","-","-","-","-"
"02002-02","-","-","-","-"
"01890-01","BARRA BONITA 1o. CENTENÁRIO","-","-","-"
"01890-02","BARRA BONITA 1o. CENTENÁRIO","-","-","-"
"01970-01","J. CARLOS : O SENHOR DA MELINDROSA","-","-","-"
"01970-02","J. CARLOS : O SENHOR DA MELINDROSA","-","-","-"
"02004-02","-","-","-","-"
"02023-03","-","-","-","-"
"01881-01","-","-","-","-"
"02010-01","AVENTURAS DE DOCA E BOLOTA","-","-","-"
"02010-02","-","-","-","-"
"01976-01","FREI TITO","-","-","-"
"01976-02","FREI TITO","-","-","-"
"01851-01","SÃO JOÃO DA BOA VISTA ANO 71","-","-","-"
"01851-02","SÃO JOÃO DA BOA VISTA ANO 71","-","-","-"
"02120-01","CHAPECÓ E SEU PROGRESSO","-","-","-"
"02120-02","CHAPECÓ E SEU PROGRESSO","-","-","-"
"02139-06","-","-","-","-"
"02139-07","-","-","-","-"
"02045-01","COSTA DE OURO","02","-","-"
"02045-02","MAR DO SEM FIM, O","02","-","-"
"02045-03","MAR DO SEM FIM, O","-","-","-"
"02089-01","PLANETA TERRA","-","-","-"
"02089-02","PLANETA TERRA","-","-","-"
"02089-03","PLANETA TERRA","-","-","-"
"02124-01","BRASILEIRO PROFISSÃO ESPERANÇA","-","-","-"
"02124-02","BRASILEIRO PROFISSÃO ESPERANÇA","-","-","-"
"02113-01e02","PINTURA EM PORCELANA","-","-","-"
"01953-01e02","SECRETARIA DO INTERIOR CEPAM COMO ADMINISTRAR O MUNICÍPIO","-","-","-"
"01953-03","-","-","-","-"
"02056-01e02","LIVRO DIDÁTICO, O","-","-","-"
"02056-03","LIVRO DIDÁTICO, O","-","-","-"
"02127-01","-","-","-","-"
"02127-02e08","-","-","-","-"
"02127-07","NOTÍCIAS DE MATO GROSSO.","-","-","-"
"02111-01","SABARÁ","-","-","-"
"02111-02","SABARÁ","-","-","-"
"01953-04e05","CAMINHO DA FÉ","-","-","-"
"01953-06a08","CAMINHO DA FÉ","-","-","-"
"01892-01e02","-","-","-","-"
"01892-03","-","-","-","-"
"01996-05e06","-","-","-","-"
"02081-07e08","LAGO, O","-","-","-"
"01849-01e02","-","-","-","-"
"01849-03e04","-","-","-","-"
"01977-01e02","PAULICEIA","-","-","-"
"01937-01e02","-","-","-","-"
"02129-01e02","DIA MUITO FELIZ, UM","-","-","-"
"02094-01e02","GRAMADO : JARDIM DAS HORTÊNCIAS","-","-","-"
"02094-03","GRAMADO : JARDIM DAS HORTÊNCIAS","-","-","-"
"01896-01e02","BARRA BONITA EM FOCO!","-","-","-"
"01891-01e02","-","-","-","-"
"01891-03","-","-","-","-"
"02099-01e02","GRAFITE","-","-","-"
"01883-01e02","CAMINHOS DO DESENVOLVIMENTO, Os","-","-","-"
"01996-03e04","MONTAGEM DE EQUIPAMENTOS SHIELD PARA ESCAVAÇÃO DE TÚNEIS","-","-","-"
"01939-05e06","-","-","-","-"
"02118-01e02","-","-","-","-"
"01972-01","-","-","-","-"
"01972-03","RIO VERDE","-","-","-"
"01972-02e04","-","-","-","-"
"01850-01e02","BRASILIA - ANO - 10","-","-","-"
"01850-03","BRASILIA - ANO - 10","-","-","-"
"01931-06e07","RECIFE HOJE","-","-","-"
"02135-01e02","CONGRESSO NACIONAL : UMA CASA DO POVO","-","-","-"
"01974-01e02","-","-","-","-"
"01974-03","-","-","-","-"
"01938-01e02","-","-","-","-"
"01938-03","-","-","-","-"
"01946-01e02","-","-","-","-"
"01946-03a05","-","-","-","-"
"02125-01e02","-","-","-","-"
"01855-05","BRASIL MADEIRAS DA AMAZÔNIA","-","-","-"
"01855-06e07","-","-","-","-"
"01855-08e09","-","-","-","-"
"02117-01e02","MERCADO PÚBLICO DA FREGUESIA DE SÃO JOSÉ","-","-","-"
"02101-01e02","-","-","-","-"
"02115-01e02","POUPANÇA E PROGRESSO","-","-","-"
"02131-03e04","CASO DO PERU, Um","-","-","-"
"02105-01e02","AMAZÔNIA","-","-","-"
"02126-01e02","<XXIX=Vigésima nona> EXPOSIÇÃO AGRO PECUÁRIA E INDUSTRIAL","-","-","-"
"02135-03e04","CÂMARA DOS DEPUTADOS : 1971 INÍCIO DE UMA NOVA LEGISLATURA","-","-","-"
"02108-01e02","OBRA DE SAMSON FLEXOR, A","-","-","-"
"01990-03","AZULEJOS DO BRASIL","-","-","-"
"02140-03e04","VALE DOS SINOS : ANOS 90","-","-","-"
"02112-01e02","CASTELO DO MORRO DOS INGLESES, O","-","-","-"
"02109-01e02","MINAS : O CIRCUITO DAS ÁGUAS","-","-","-"
"02148-01e02","-","-","-","-"
"02127-03e04","-","-","-","-"
"02146-01e02","MINAS NA ERA ELETRÔNICA","-","-","-"
"02103-01e02","-","-","-","-"
"02116-01","-","-","-","-"
"02145-01e02","-","-","-","-"
"02143-05e06","-","-","-","-"
"02128-01e02","RUA DAS PALMEIRAS 38","-","-","-"
"02136-01e02","ÁGUAS DE LINDOIA : A FONTE DA VIDA","-","-","-"
"02121-01e02","-","-","-","-"
"02138-01e02","MAX EM SÃO PAULO","-","-","-"
"02086-05e06","DAQUI A CEM ANOS","-","-","-"
"02071-03e04","SEMANA SANTA EM VILA BOA DE GOIÁS","-","-","-"
"02135-05e06","NOVA IMAGEM, A","-","-","-"
"02147-01e02","E ASSIM SE FEZ...","-","-","-"
"02123-01e02","USINA ITAÚBA : MAIS DE 500000 KW DE ENERGIA HIDRELÉTRICA BRASILEIRA, NO RIO GRANDE DO SUL","-","-","-"
"02132-01e02","ULTIMO HOMEM, O","-","-","-"
"02086-03e04","<II=Segunda> FESTA NACIONAL DO VINHO","-","-","-"
"02144-01e02","CRIADOR E A CRIAÇÃO, O","-","-","-"
"02098-01e02","REALIZAÇÃO DO COMÉRCIO, Uma","-","-","-"
"02092-01e02","CANDOMBLÉ","-","-","-"
"02114-01e02","VENDEDOR DE ILUSÕES, O","-","-","-"
"02084-01e02","FIGURAÇÃO","-","-","-"
"02069-03e04","-","-","-","-"
"02093-01e02","MEIO-DIA","-","-","-"
"02104-01e02","-","-","-","-"
"02085-01e02","-","-","-","-"
"02110-01e02","NATIONAL","-","-","-"
"02143-01e02","-","-","-","-"
"02079-01e02","LIÇÃO CANINA","-","-","-"
"02100-01e02","SESC-POMPÉIA DOCUMENTO 1","-","-","-"
"02086-01e02","ADMINISTRAÇÃO INTEGRADA SÃO LEOPOLDO","-","-","-"
"02097-01e02","-","-","-","-"
"02067-03e04","-","-","-","-"
"02081-09e10","PHM","-","-","-"
"02086-07e08","COMBATE À FEBRE AFTOSA : ATUAÇÃO EM FOCO","-","-","-"
"02117-03e04","TIRADENTES, O","-","-","-"
"02070-01e02","SÍNTESE DA EVOLUÇÃO URBANA OU XÔ URUBU, A","-","-","-"
"02107-01e02","COLONIZAÇÃO E IMIGRAÇÃO ITALIANA","-","-","-"
"02013-01e02","-","-","-","-"
"02090-01e02","SUSPENSE SEGUNDO A. HITCHCOCK, O","-","-","-"
"02093-03e04","PRESENTE PARA O FUTURO","-","-","-"
"02088-01e02","-","-","-","-"
"02021-05e06","OH SEGREDOS DE UMA RAÇA","-","-","-"
"02021-01","-","-","-","-"
"02015-03e04","-","-","-","-"
"02081-03e04","CLOSE UP: UM DIA NA VIDA","-","-","-"
"02015-01e02","-","-","-","-"
"02016-03e04","<1a.=Primeira> EXPOSIÇÃO AGRO-PECUÁRIA E INDUSTRIAL DE UMUARAMA","-","-","-"
"02016-01e02","SINOP","-","-","-"
"02141-01e02","DIGITAIS","-","-","-"
"02073-01","MAR DE 200 MILHAS","-","-","-"
"02122-01e02","HOMEM COMO EXEMPLO, Um","-","-","-"
"02133-01e02","-","-","-","-"
"02132-03e04","-","-","-","-"
"02019-01e02","LBA","-","-","-"
"02134-01e02","NOTÍCIAS EM AMPLAVISÃO. N.1019","-","-","-"
"02024-01e02","-","-","-","-"
"02004-01e02","-","-","-","-"
"02015-05","-","-","-","-"
"02015-07e08","-","-","-","-"
"02022-03e04","BAHIA DE TODOS NÓS, A","-","-","-"
"02023-05e06","-","-","-","-"
"02014-01e02","-","-","-","-"
"02017-01e02","ITAPEVI DE HOJE","-","-","-"
"02048-01e02","ANHEMBI SINAL VERDE","90FEV12","-","-"
"02030-03e04","SÁBIA DEFESA, A","-","-","-"
"02005-01e02","-","-","-","-"
"02008-03e04","PIRAPORA E BURITIZEIRO : NA TRILHA DO PROGRESSO","-","-","-"
"02008-01e02","ANATOMIA DO BOM-GÔSTO","-","-","-"
"02029-01e02","URBANO","-","-","-"
"02024-03e04","DACRIOSTOMIA","-","-","-"
"02023-07e08","CASAMENTO DO ANO","-","-","-"
"01998-01e02","<25a.=Vigésima quinta> ASSEMBLÉIA DO COLÉGIO DELIBERANTE","-","-","-"
"02021-03e04","LEILÃO SEM PENA","-","-","-"
"02021-07e08","-","-","-","-"
"02024-05e06","MUNDO INVISÍVEL, O","-","-","-"
"02023-01e02","ABELHA A SERVIÇO DO HOMEM, A","-","-","-"
"02026-03e04","ZÉ JET","-","-","-"
"02026-01e02","OFÍCIO DE PINTOR","-","-","-"
"02030-01e02","CASA GRANDE E PROGRESSO","-","-","-"
"01870-03e04","CRIMES DA LATA","-","-","-"
"01870-01e02","BAMMERSACH","-","-","-"
"02044-01","VIAGEM A MONTANHA DO SONHO : CAMPOS DO JORDÃO","-","-","-"
"01883-05e06","ORLANDO TERUZ O PINTOR DOS TEMAS POPULARES BRASILEIROS","-","-","-"
"01869-03e04","SUPERFÍCIE DOMADA PARTIDA DOBRADA, A","-","-","-"
"02046-01e02","JARDIM DA SAUDADE : UMA SOLUÇÃO NOVA PARA UM VELHO PROBLEMA","-","-","-"
"02054-01e02","APARECIDA CAPITAL ESPIRITUAL DO BRASIL","-","-","-"
"02049-03e04","E O DESAFIO FOI ACEITO...","-","-","-"
"01898-01e02","EU PROFESSOR LEIGO","-","-","-"
"02012-06e07","-","-","-","-"
"02074-01e02","JARI","-","-","-"
"02076-01e02","PROFETA DE FEIRA DE SANTANA, O","-","-","-"
"02020-07e08","BUMBA-MEU-BOI DA VIDA : PEREIRA RECONTA","-","-","-"
"02036-09e10","EXPOSUIÇA","-","-","-"
"02058-01e02","-","-","-","-"
"02062-01e02","-","-","-","-"
"02035-01e02","-","-","-","-"
"02033-01e02","-","-","-","-"
"02032-01e02","TEMPO BOM NO AMAZONAS","-","-","-"
"02040-01e02","CANÇÃO POSSÍVEL","-","-","-"
"02037-03e04","IMPÔSTO: RESPONSABILIDADE SOCIAL","-","-","-"
"02037-01e02","LAMPIÃO OU PARA CADA GRILO UM CURTIÇÃO","-","-","-"
"02036-11e12","EVOLUÇÃO DO FUTEBOL BRASILEIRO","-","-","-"
"02052-03e04","CAMINHO ABERTO","-","-","-"
"02055-01","MUSEU DA IMAGEM E DO SOM","-","-","-"
"02037-09e10","RIO DESCONHECIDO","-","-","-"
"02037-07e08","-","-","-","-"
"02048-03e04","ANHEMBI","90FEV12","-","-"
"02043-01e02","-","-","-","-"
"02047-01e02","CARNAVAL DA VITÓRIA","90FEV12","-","-"
"02044-03e04","JOINVILLE FESTA E FLORES","-","-","-"
"02050-01e02","PRODEMGE : A DINÂMICA DE UM ESTADO","-","-","-"
"02048-05e06","BRASIL EXPORTA","90FEV12","-","-"
"01869-01e02","CRIAÇÃO","-","-","-"
"02046-03e04","COSTA DE OURO","-","-","-"
"02045-04e05","BRASIL NA FEIRA DE BERLIM, O","-","-","-"
"02049-01e02","RODOVIA PRESIDENTE KENNEDY","-","-","-"
"02065-01e02","COMO CONSTRUIMOS NAVIOS E OUTRAS COISAS","-","-","-"
"02047-03e04","-","90FEV12","-","-"
"02051-01e02","PEDESTRE, O","-","-","-"
"02063-01e02","FAZENDA, A","-","-","-"
"02041-05e06","-","-","-","-"
"02083-01e02","MAIS LUZ PARA CUIABÁ","-","-","-"
"02052-01e02","ÔNIBUS SIGNIFICA: PARA TODOS","-","-","-"
"02053-01e02","-","-","-","-"
"02059-01e02","HOMO FABER : UNA INTRODUZIONE ALLA PITTURA DI ANTONIO PETICOV","-","-","-"
"02064-01","DESENHO INDUSTRIAL","-","-","-"
"02031-03e04","CINQUENTENÁRIO DA INSPEÇÃO FEDERAL 1921-1971","-","-","-"
"02039-01e02","VALLÉECEL : A MAIS BRASILEIRA DAS VACINAS","-","-","-"
"02037-05e06","REFLEXÕES OU DIVAGAÇÕES SOBRE UM PONTO DUVIDOSO","-","-","-"
"01876-01e02","RODA LUSO-BRASILEIRA","-","-","-"
"02041-01e02","CUBATÃO TRANSFIGURADA","-","-","-"
"01872-03e04","PALÁCIO DOS BANDEIRANTES","-","-","-"
"01885-01e02","CRUZ AZUL DE SÃO PAULO, A","-","-","-"
"01884-01e02","CARNAVAL TIPO EXPORTAÇÃO","-","-","-"
"01893-05e06","PANORAMA : COMPLEMENTO NACIONAL","-","-","-"
"01862-01e02","-","-","-","-"
"01947-01e02","XINGU/LUTA (EPÍLOGO)","-","-","-"
"01856-03e04","ÁGUA E O HOMEM, A","-","-","-"
"01936-07e08","-","-","-","-"
"01940-01e02","PRIMITIVA ARTE DE TECER EM GOIÁS, A","-","-","-"
"01873-01e02","MAR MORTO","-","-","-"
"01899-01e02","-","-","-","-"
"01854-01e02","-","-","-","-"
"01888-01e02","ASSISTÊNCIA COM A MAIUSCULO","-","-","-"
"01934-07e08","-","-","-","-"
"01935-01e02","RIACHO DO SANGUE","-","-","-"
"01867-01e02","FUTURO COMEÇOU : UMA VISÃO DA NOVA GUANABARA, O","-","-","-"
"01869-05e06","VIDA NA PALMA NA MÃO, A","-","-","-"
"01868-01e02","CONTAMOS COM VOCÊ","-","-","-"
"01945-01e02","ATALAIA","-","-","-"
"01870-05e06","-","-","-","-"
"01865-01e02","BASTIDORES DE CINEMA","-","-","-"
"01863-03e04","SEMEAR","-","-","-"
"01895-01e02","-","-","-","-"
"01888-09e10","EDUCAÇÃO ARTÍSTICA","-","-","-"
"01900-01e02","HOMEM E O RIO, O","-","-","-"
"01931-01e02","AÇUDE","-","-","-"
"01886-03E04","CARVÃO BASE PARA O PROGRESSO","-","-","-"
"01888-03e04","DESTAQUE DO ANO, O","-","-","-"
"01933-01e02","-","-","-","-"
"01893-01e02","FILATELIA 1","-","-","-"
"01897-01e02","-","-","-","-"
"01894-01e02","-","-","-","-"
"01888-07e08","FUTURO CHEGOU A LAGOA VERMELHA, O","-","-","-"
"01886-09e10","POLUIÇÃO MARÍTIMA NAS REDES DE DISTRIBUIÇÃO","-","-","-"
"01942-01e02","SONHOS TORNAM-SE REALIDADE, OS","-","-","-"
"01936-03e04","-","-","-","-"
"01934-05e06","-","-","-","-"
"01931-03","SUAPE : THE BRASILIAN INDUSTRIAL PORT","-","-","-"
"01931-04e05","SUAPE : THE BRASILIAN INDUSTRIAL PORT","-","-","-"
"01893-07e08","-","-","-","-"
"01893-03e04","-","-","-","-"
"01857-01e02","AMAZÔNIA UM ANO DEPOIS","-","-","-"
"01886-01e02","JACUÍ: UM RIO A SERVIÇO DO PROGRESSO","-","-","-"
"01934-01e02","-","-","-","-"
"01858-01e02","VEREDAS MORTAS","-","-","-"
"01893-09e10","-","-","-","-"
"01880-01e02","SATC ESCOLA TÉCNICA : UMA GRANDE REALIZAÇÃO DA INDÚSTRIA CARBONÍFERA DE SANTA CATARINA","-","-","-"
"01877-01e02","-","-","-","-"
"01932-01e02","ASAS PARA A AGRICULTURA","-","-","-"
"01855-01e02","BABAÇU : O FUTURO É AGORA","-","-","-"
"01859-01e02","MOMENTOS DECISIVOS : INCONFIDÊNCIA MINEIRA","-","-","-"
"01860-02e03","-","-","-","-"
"01872-01e02","-","-","-","-"
"01855-03e04","COHAB-ACRE : HABITAÇÃO PARA TODOS","-","-","-"
"01847-01","ALDEIA DE ARCOZELO","-","-","-"
"01887-01e02","CARVÃO SULINO... ALTERNATIVA ENERGÉTICA","-","-","-"
"01887-05e06","ENERGIA É... PASSO REAL","-","-","-"
"01863-01e02","PROGRESSISTA COMÉRCIO DE PINHEIROS, O","-","-","-"
"01940-05e06","<XXXV=TRIGÉSIMA QUINTA> EXPOSIÇÃO AGROPECUÁRIA DE GOIÁS","-","-","-"
"01887-09e10","RIO GRANDE CRESCE COM ENERGIA, O","-","-","-"
"01888-05e06","DO TOSTÃO AO MILHÃO","-","-","-"
"01934-03e04","-","-","-","-"
"01856-01e02","GENTE SE ENCONTRA NO ITANHANGÁ, A","-","-","-"
"01864-01e02","<X=DÉCIMO> SEMINARIO INTERNACIONAL DE VIOLÃO","-","-","-"
"01878-01e02","PISCICULTURA E IRRIGAÇÃO ATRAVÉS DO DNOCS","-","-","-"
